Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
374903697,000000AC,false,Rx,0,8,B8,18,14,19,6F,63,02,23,
374912143,000000BC,false,Rx,0,8,B5,18,21,19,A0,63,02,21,
374919936,000000DA,false,Rx,0,8,78,80,A0,80,9A,85,04,00,
374930570,000000D2,false,Rx,0,8,78,80,C8,80,9C,85,04,20,
374931568,000000C2,false,Rx,0,8,78,80,C8,80,9E,85,04,20,
374934093,00000094,false,Rx,0,8,C1,18,28,19,9B,63,02,23,
374963445,000000D4,false,Rx,0,8,B8,18,27,19,AD,63,02,23,
374988918,000000CA,false,Rx,0,8,78,80,C8,80,9F,85,04,20,
375038843,0000010C,false,Rx,0,3,00,00,00,00,00,00,00,00,
375039821,0000009A,false,Rx,0,8,78,80,A0,80,9C,85,04,00,
375072218,0000009C,false,Rx,0,8,BE,18,08,19,7E,63,02,21,
375146206,00000200,false,Rx,0,6,11,01,00,0A,0A,01,00,00,
375147247,00000208,false,Rx,0,5,05,02,14,00,02,00,00,00,
375148250,00000280,false,Rx,0,6,11,01,00,0A,0A,01,00,00,
375202214,0000010C,false,Rx,0,3,00,00,00,00,00,00,00,00,
375203318,00000200,false,Rx,0,8,05,00,01,02,03,04,05,06,
375204405,00000200,false,Rx,0,8,07,00,01,02,03,04,05,06,
375205415,00000280,false,Rx,0,1,05,00,00,00,00,00,00,00,
375206395,00000208,false,Rx,0,8,03,00,01,02,03,04,05,06,
375207449,0000010C,false,Rx,0,3,00,00,00,00,00,00,00,00,
375208418,00000280,false,Rx,0,2,07,01,00,00,00,00,00,00,
375211614,00000200,false,Rx,0,8,05,00,01,02,03,04,05,06,
375212667,00000200,false,Rx,0,8,07,00,01,02,03,04,05,06,
375213717,00000208,false,Rx,0,8,03,00,01,02,03,04,05,06,
375214718,00000006,false,Rx,0,6,24,00,00,01,F0,00,00,00,
375215749,00000200,false,Rx,0,5,23,01,00,F0,00,00,00,00,
375216750,0000030A,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375217742,00000312,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375218739,0000031A,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375219742,00000322,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375220775,0000032A,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375221785,00000332,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375222791,0000033A,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375223792,00000342,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375224800,0000034A,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375225831,00000352,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375226823,0000000A,false,Rx,0,6,24,00,00,02,F0,00,00,00,
375227824,0000035A,false,Rx,0,8,24,00,00,02,40,02,FF,FF,
375228821,00000012,false,Rx,0,6,24,00,00,02,F0,00,00,00,
375228821,0000030A,false,Rx,0,8,24,00,0F,30,35,2D,31,30,
375229849,0000001A,false,Rx,0,6,24,00,00,02,F0,00,00,00,
375230850,00000312,false,Rx,0,8,24,00,0F,30,35,2D,31,30,
375231864,00000022,false,Rx,0,6,24,00,00,02,F0,00,00,00,
375232867,0000031A,false,Rx,0,8,24,00,0F,30,35,2D,31,30,
375233868,0000002A,false,Rx,0,6,24,00,00,02,F0,00,00,00,
375234868,00000322,false,Rx,0,8,24,00,0F,30,35,2D,31,30,
375234868,00000032,false,Rx,0,6,24,00,00,02,F0,00,00,00,
